codigo_barras,nombre,descripcion,categoria,unidad_medida,es_granel,precio_venta,precio_compra,stock_inicial
7501011130272,Xtra Flamin’ Hot,,en:Flavoured corn crisps,pieza,0,6.1,4.27,12
7501003303387,Mayonesa con jugo de limones,,"Mayonesas, en:groceries",pieza,0,46.8,32.76,88
75004699,Coke,,"Bebidas de cola, Bebidas azucaradas, Refrescos",pieza,0,12.5,8.75,68
7501058633354,Corn flakes,,Cereales para el desayuno,pieza,0,53.0,37.1,17
7501020552942,Leche de almendras sin azucar,,Leches de almendras,pieza,0,24.96,17.47,90
7501125104411,Suero rehidratante coco,,"Bebidas, Antiulcerantes",pieza,0,15.62,10.93,80
7501125149221,Suero Rehidratante,,,pieza,0,25.0,17.5,10
7500478014569,Chokis clásica,,"Galletas de chocolate, Cookies",pieza,0,7.6,5.32,30
7500533000506,Crema de cacahuate,,"Mantecas de cacahuete, Mantecas de frutos de cáscara",pieza,0,0.11,0.08,69
7501020565935,Leche entera ultrapasteurizada adicionada con vitaminas A y D,,"Leches pasteurizadas, Leche entera",pieza,0,26.0,18.2,25
7501032300036,Danone Griego Natural Sin Azúcar,,Greek-style yogurts,pieza,0,65.0,45.5,92
7500810026120,Pan Artesano Hogaza Multigrano,,"en:Frozen breads, Prodotti di pasticceria, Pancarré, Toast, Pane bianco, es:Bollos, es:Pan de harina, es:Pan para sandwich",pieza,0,152.5,106.75,21
7501040023491,Pechuga De Pavo Receta Tradicional,,"Turkeys, Cooked turkey breast slices",pieza,0,20.0,14.0,18
7501000300730,Pan Multigrano Linaza Chico Bimbo 540GR.,"Pan con harina de trigo, Linaza, cebada, avena, maiz y semilla de girasol","Panes de molde, Panes integrales",pieza,0,152.5,106.75,41
0057836000018,Pepppers,,Abarrotes Generales,pieza,0,25.0,17.5,79
7501011143753,Botana Sabritas Cheetos Xtra Flamin´Hot sabor chile y limón,,"Chips fritos, Botana de maíz inflado",pieza,0,24.0,16.8,68
0041789002960,Maruchan Ramen,,Fideos instantáneos,pieza,0,8.5,5.95,40
7506495012687,Aceite de oliva extra virgen,,Aceites de oliva virgen extra,pieza,0,6.25,4.38,24
7500478039135,Galleta María,,Galletas,pieza,0,18.5,12.95,18
7500810029947,Integral,,Abarrotes Generales,pieza,0,25.0,17.5,51
0044000020170,OREO mini,,Chocolate sandwich cookies,pieza,0,0.1,0.07,57
0016000423718,Fiber One,Brownies with chocolate chips and fiber,Brownies,pieza,0,0.53,0.37,79
0096619099481,Sparkling black raspberry,,Carbonated waters,pieza,0,0.03,0.02,96
0658480001255,Tostaditas de maíz blanco horneadas,,"Galletas, Crackers, galleta-de-maiz, galleta-de-maiz-blanco-horneado",pieza,0,0.6,0.42,32
0658480001248,Salmas horneadas,,"Maíz, Harinas de maíz, en:Crispbreads, Tostadas de maiz, Tostadas-horneadas",pieza,0,1.8,1.26,29
7501040094118,yoplait sabor natural + cápsula con gramola con probióticos,,Sweetened yogurts,pieza,0,45.0,31.5,84
75032715,Corona Extra,,Lagers,pieza,0,8.88,6.22,51
7501020547047,Lala leche,LALA entera,Leches,pieza,0,46.8,32.76,25
7501055300075,Coca-Cola,Coca-cola,"Bebidas de cola, Bebidas azucaradas",pieza,0,10.65,7.46,96
7501055904143,Deslactosada light,"LECHE DESCREMADA, DESLACTOSADA, ULTRAPASTEURIZADA, ADICIONADA CON ÁCIDO FÓLICO, VITAMINAS A Y D. BAJA EN GRASA","Bebida lácteas, Leches, Alimento con leche, Batido de leche, Derivados de lácteos, Fermentos con leche",pieza,0,0.03,0.02,39
7501059243873,Cereal Cheerios Miel,,en:Extruded cereals,pieza,0,48.0,33.6,95
8410344151306,Aceitunas Rellenas de Anchoas,,Olives vertes farcies à l'anchois,pieza,0,30.0,21.0,57
7506205802157,Choco Milk,Chocolate en polvo para preparar bebidas,"Bebidas, Chocolates en polvo",pieza,0,40.0,28.0,16
75003104,Bebida de pulpa de mango,Bebida de mango fortificado,"Bebidas endulzadas artificialmente, Bebidas azucaradas",pieza,0,12.5,8.75,47
7501071307799,Refried Black Beans,FRIJOLES REFRITOS NEGROS,"Comidas preparadas, Semillas, Frijoles refritos, fr:Haricots préparés",pieza,0,43.0,30.1,83
7501040095122,Yoghurt sabor natural estilo griego,Yogur estilo griego natural,Yogures estilo griego,pieza,0,75.0,52.5,74
0038000184932,Pringles - Original,Hojuelas de papa con sal,en:Stacked extruded potato crisps,pieza,0,12.4,8.68,24
0810990003062,Coconut milk,,"en:Coconut milks and creams, Natas vegetales para cocinar, Mezclas de leches vegetales",pieza,0,0.03,0.02,43
0008295663900,Organic apple cider vinegar,,"Sauces, Cider vinegars, Groceries",pieza,0,12.5,8.75,34
7501125144851,Suero Electrolit Uva,Suero rehidratante,"Bebidas, Electrolitos, Electrolitos-orales, Suero, Suero rehidratante, Suero-electrolitos",pieza,0,15.62,10.93,20
75053901,Salsa de Tomate Catsup,,"Kétchups, en:groceries",pieza,0,32.0,22.4,72
7501032399290,Coco sin azucar sin endulzar,,Bebidas de coco,pieza,0,23.65,16.55,17
7501040006753,Pechuga de pavo Balance,,"Fiambre de pechuga de pavo, Pechuga de pavo",pieza,0,25.0,17.5,57
7501055302925,Coca-Cola 2L,,"Bebidas de cola, Bebidas azucaradas",pieza,0,0.06,0.04,62
7501048103010,Aceite puro de canola,,Aceites de canola,pieza,0,23.65,16.55,17
7501003306319,Mayonesa con limón,,"Mayonesas, en:groceries",pieza,0,87.0,60.9,10
0025046150137,Bocadin,,"Barritas, Chocolates, Barras, Barras de chocolate",pieza,0,1.05,0.73,97
7501000606566,Galletas con relleno sabor chocolate,,Galletas de chocolate,pieza,0,3.39,2.37,95
7501058628466,Nescafe Decaf 40g,,Decaffeinated coffees,pieza,0,25.0,17.5,71
7501039121610,Aceite de soya,Aceite vegetal,Aceites de soja,pieza,0,21.25,14.87,52
7501055305247,Refresco Cola 2500 ML.,,Bebidas de cola,pieza,0,0.07,0.05,19
7501639305731,Leche deslactosada semidescremada,,"Leche sin lactosa, Leche deslactosada semidescremada, Leche semidescremada, Leche ultrapasteurizada",pieza,0,26.0,18.2,67
0096619417568,Leche Deslactosada,,Leche sin lactosa,pieza,0,26.0,18.2,41
8410010725046,Aceite de oliva,,Extra-virgin olive oils,pieza,0,25.0,17.5,29
7506443103993,Silk Almendra Sin azúcar Alto en Proteína,,Leches de almendras,pieza,0,23.65,16.55,33
7501020563733,Yoghurt batido Lala fresa,,Yogures,pieza,0,25.0,17.5,66
8000500126936,Bombones Ferrero Rocher,,"Chocolats, Biscuits au chocolat, Biscuits croustillants, Biscuits fourrés aux noix, Biscuits cacaotés fourrés goût vanille, en:Neules",pieza,0,12.5,8.75,69
7500810022665,Natural,,Panes,pieza,0,25.0,17.5,63
0689544086017,Crema Ácida,,Sour creams,pieza,0,45.4,31.78,54
7500608000288,Rice cakes,,"Tortitas de arroz, Galletas de arroz",pieza,0,14.0,9.8,84
7501013106930,Jugo de Naranja Sin Pulpa,,Zumos de naranja exprimidos no refrigerados,pieza,0,24.0,16.8,36
7500478022373,Emperador senzo,,Filled biscuits,pieza,0,18.0,12.6,54
7500810036624,Tortillas de harina de trigo,,"Panes planos, Harinas de trigo, Panes blancos, Tortitas, To, Tortilla-de-harina-de-trigo",pieza,0,38.25,26.77,43
0016000507258,Oats 'N Dark Chocolate Granola Bars,Granola bars,"Cereals and their products, Cereal bars",pieza,0,0.04,0.03,59
0037600104999,SKIPPY SUPERCHUNK,,"Legumes, Nuts and their products, Vegetable fats, Peanut butters, fr:Pâtes à tartiner, CREMA DE CACAHUATE",pieza,0,46.2,32.34,83
0051000197597,ALFREDO SAUCE,,"Pasta sauces, Alfredo sauces, Groceries",pieza,0,41.1,28.77,97
0072180634290,Pizza 4 Quesos Red Baron,,"Frozen pizzas and pies, Cheese pizzas",pieza,0,59.7,41.79,36
0077901006516,Chunk Feta President,,"Refrigerated foods, Pasteurized cheeses, Feta blocs, Groceries",pieza,0,0.8,0.56,61
0078895700015,HOISIN SAUCE,,"Hoisin sauces, Groceries",pieza,0,25.0,17.5,94
0884912102102,GREAT GRAINS,HOJUELAS TOSTADAS DE CEREAL MULTIGRANO CON MORAS AZULES Y ALMENDRAS,Cereal flakes,pieza,0,38.2,26.74,84
7501008018125,cereal choco krispi,"Cereal de avena, maíz y arroz en forma de galleta sabor a chocolate con vitaminas y minerales","Cereales de chocolate, Cereales inflados",pieza,0,29.0,20.3,75
7501040001598,Pechuga de pavo,Pechuga de pavo,"Pechuga de pavo, Rebanas de pechuga de pavo",pieza,0,25.0,17.5,92
7503008669055,Alimento Líquido de Coco,alimento liquido de coco,"Sustitutos de la leche, Agua de coco, en:Alimento-liquido",pieza,0,0.03,0.02,49
8005121000146,Linguine 14,pasta di semola di grano duro.,"Pasta secca, Pasta di grano duro, en:Italian pasta, Linguine",pieza,0,12.5,8.75,92
7501058611062,Leche Evaporada,"leche parcialmente descremada evaporada esterilizada, adicionada de vitaminas A y D.","Leches, en:Evaporated milks without sugar",pieza,0,9.36,6.55,22
7502252481796,Nature’s heart Almond&Vanilla,Alimento líquido de almendra sin azúcar sabor vainilla,"Leches, Bebidas vegetales",pieza,0,23.65,16.55,90
75013820,San Rafael,Salchicha de pavo,"Carnes, Salchichas, Comidas preparadas refrigeradas",pieza,0,50.0,35.0,53
7501040005831,Jamón de pavo virginia,Jamón de pavo tipo Virginia,"jamón, Carnes frías, Pavo, Salchichonería",pieza,0,29.0,20.3,13
7501005102735,Bebida de soja sin azúcar añadida,Leche de soya con proteína,"Bebidas de cereales, Bebidas de soja",pieza,0,23.65,16.55,13
0025293002937,SILK - Almendra Vainilla,Alimento líquido de almendra sabor vainilla sin azúcar,"en:Vanilla almond-based drinks, Vegano",pieza,0,25.0,17.5,36
7501639303690,Bové Leche entera,Leche entera ultrapasteurizada adicionadas con vitaminas A y D,Leches,pieza,0,26.0,18.2,55
7501006585209,Salsa de tomate,SALSA TIPO CATSUP,"Salsas de tomate, en:Groceries",pieza,0,65.0,45.5,40
8411145202563,"Palitos Mediterráneos Con Tomate, Ajo Y Orégano","Palitos de pan con tomate, ajo y oregano estilo mediterraneo",Panes integrales,pieza,0,5.0,3.5,41
7501071301629,Puré de papa,PURE DE PAPA,Instant mashed potatoes,pieza,0,16.0,11.2,43
7501003124234,Granos de elote,Granos de elote,"Maíz en conserva, Enlatados",pieza,0,22.0,15.4,23
7501005102728,Bebida De Soya,Sabor natural,"Cereal-based drinks, Sweetened plain soy-based drinks",pieza,0,23.65,16.55,97
7501761810394,Avena 3 minutos,,en:Plain porridge,pieza,0,40.0,28.0,43
3038351483606,Panzani Pasta Fusilli Tricolore,,"Pasta seca, Pasta de trigo duro",pieza,0,125.0,87.5,79
7501022013861,Pepsi black,,en:refresco de cola,pieza,0,8.88,6.22,91
0738545010030,Salsa La Botanera Clasica,,Salsas de chiles,pieza,0,12.5,8.75,47
7501045401386,Atun aleta amarilla solido en agua,,"Atun en conserva, Atún claro, Animales de aleta, Atún en agua",pieza,0,1.68,1.18,37
7501125174797,Electrolit,,Bebidas energéticas,pieza,0,15.62,10.93,96
7501020513134,Crema fresca,Crema de leche de vaca acidificada,"Nata, fr:Pâtes à tartiner",pieza,0,5.0,3.5,93
7506174512200,Chocolate Milky Way,,"Chocolates, Barritas de chocolate",pieza,0,1.44,1.01,80
7500533000827,Agua purificada,,"Aguas, Bebidas no azucaradas",pieza,0,0.01,0.01,49
7502223776012,Crema de cacahuate cremosa,,Mantecas de cacahuete,pieza,0,34.0,23.8,86
7501058620101,Nescafé Clásico,,"Bebidas, Cafés, Cafés solubles",pieza,0,12.0,8.4,38
7500478010592,Marias,,Galletas,pieza,0,17.7,12.39,83
7501055313068,Coca cola,,"Bebidas de cola, Bebidas azucaradas",pieza,0,18.0,12.6,40
0070847036043,Monster Energy Zero Ultra,,"Bebidas endulzadas artificialmente, Bebidas energéticas",pieza,0,11.83,8.28,26
7501008041000,Cereal Kellogg's Corn Flakes,,Copos de maíz tostado,pieza,0,50.0,35.0,86
7500608000271,Tortitas De Arroz,,"Desserts, Confectioneries, Biscuits, Puffed rice, Puffed rice cakes, es:Arroz integral, es:Galleta integral, es:Galleta-de-arroz-integral, es:Postre saludable",pieza,0,35.0,24.5,95
7501032300265,Bebida Sabor Almendra de California Sin azúcar,,Leches de almendras,pieza,0,23.65,16.55,16
7500810003671,Takis fuego,,Patatas fritas de maíz,pieza,0,7.0,4.9,86
7500810011126,Galletas príncipe,,"Sandwich biscuits, Biscuit with a chocolate bar covering",pieza,0,31.5,22.05,95
7501017006021,Chipotles Adobados,Chipotles Adobados,"Conservas, Chiles, en:Groceries",pieza,0,10.5,7.35,57
7500533003941,Avocado Oil,,Aceites de aguacate,pieza,0,25.0,17.5,73
7503016385091,Granola artesanal,,Muesli,pieza,0,25.0,17.5,56
7500533011359,Miel De Abeja Pura,,Mieles,pieza,0,25.0,17.5,71
0021136010480,Agua Mineral,,"Mineral waters, Undefined",pieza,0,0.02,0.01,92
0096619968312,Arándanos Azules,,"Nuts, aliments-d'origine-végétale, aliments-et-boissons-à-base-de-végétaux, aliments-à-base-de-fruits-et-de-légumes, aliments-à-base-de-plantes-séchées, fruits-et-produits-dérivés, produits-déshydratés",pieza,0,56.7,39.69,65
0757528005047,"Takis, Tortilla Chips, Fuego",,Corn chips,pieza,0,0.35,0.24,90
7501040083617,Queso Panela Rebanadas Cuadradas FUD,Queso Panela,Quesos panelas,pieza,0,75.0,52.5,75
7501000157075,Tostadas onduladas,,"en:Crispbreads, Tostadas de maíz",pieza,0,36.0,25.2,25
7501017005611,Pure de tomate,PURE DE TOMATE CONDIMENTADO,"Tomate natural triturado, en:groceries",pieza,0,21.0,14.7,56
7501052472133,Catsup,,"Kétchups, en:groceries",pieza,0,97.0,67.9,87
7501055307906,Agua purificada Ciel,Agua purificada,"Aguas, Bebidas no azucaradas",pieza,0,7.2,5.04,60
7501055358885,Fuze Tea Té Negro,Bebida Azucarada Sabor Té Negro y limón,"Plantas para infusiones, Tés negros, Tés helados, Bebidas azucaradas",pieza,0,15.0,10.5,90
7501071307782,Frijoles refritos Bayos Isadora,Frijoles Isadora,"Alubias, Frijoles refritos",pieza,0,64.5,45.15,85
8002590055417,Cantuccini dark chocolate,,"Confectioneries, Cantucci, es:Galletas con chispas de chocolate",pieza,0,5.25,3.67,74
7501006584028,Salsa BBQ Original,,Salsa barbacoa,pieza,0,62.0,43.4,56
0070272232027,Crema batida Reddi Wip original,,"Confectioneries, Whipped creams, es:Crema",pieza,0,18.4,12.88,60
7501008001622,Extra arandano con almendras,HOJUELAS DE MAIZ CON SABOR A CACAHUATE MEZCLADAS CON ARANDANOS Y ALMENDRAS,Cereales y derivados,pieza,0,42.0,29.4,77
0094331421313,Oats Avena,HOJUELAS DE AVENA,"Copos de avena, Avena sativa",pieza,0,40.0,28.0,59
7501052474069,Mermelada de fresa,Mermelada de Fresa,Mermeladas y confituras de fresa,pieza,0,27.0,18.9,68
7501020537970,MANTEQUILLA SIN SAL,MANTEQUILLA,Mantequillas,pieza,0,9.0,6.3,50
7501032398255,Activia Ciruela Pasa Danone,Probiótico actirregularis sabor ciruela pasa,"Bebida lácteas, Yogures de frutas, Yogures de sabores",pieza,0,22.5,15.75,31
0041789001918,Maruchan Instant Lunch Sabor a Pollo,Pasta de harina de trigo precocida para preparar sopa sabor pollo,"Pastas alimenticias, Sopas deshidratadas, en:Instantáneos",pieza,0,6.4,4.48,31
7501031311682,Pepsi 1.5,Refresco sabor Cola,"Bebidas endulzadas artificialmente, Bebidas de cola, Bebidas azucaradas",pieza,0,0.04,0.03,74
7501055321681,Coca Cola Sin Azúcar,Bebida sabor cola,"Bebidas endulzadas artificialmente, Bebidas de cola, Refrescos",pieza,0,0.07,0.05,43
7501017004423,Frijoles Negros Refritos,frijoles negros refritos en conserva.,"Productos a base de carne, Comidas preparadas en conserva, Comidas con cerdo, Alubias negras, Alubias cocidas en conserva, Frijoles refritos",pieza,0,87.0,60.9,33
7501340700016,Salsa Picante,,"Salsas de chiles, en:groceries",pieza,0,0.03,0.02,94
0735051016372,Tomato Ketchup,,"Comidas preparadas en conserva, Kétchups, en:groceries",pieza,0,39.7,27.79,97
7501058616470,Nescafé decaf,,"Beverages, Decaffeinated instant coffees",pieza,0,18.0,12.6,73
7501079700011,Puré de tomate,,"Salsas de tomate, en:groceries",pieza,0,25.9,18.13,14
7501020545210,Leche,,Leches,pieza,0,39.0,27.3,90
0658480001552,Tostadotas de maiz blanco horneadas,,"Breads, Crackers (Appetizers), Aperitivos, Botanas, Snacks-salados",pieza,0,302.4,211.68,75
7503010287247,Aceite de aguacate,,Avocado oils,pieza,0,6.0,4.2,71
7501005110242,Maizena fécula de maiz,,"Almidón de maíz, 1794",pieza,0,9.5,6.65,16
0658480001347,Tostadas de maíz horneadas,,"Crisps, Toasts",pieza,0,36.0,25.2,69
0044000043148,Original Chocolate Chip Cookies,,Biscuits,pieza,0,0.05,0.03,70
7622210833662,Galleta oreo,,Chocolate sandwich cookies,pieza,0,11.4,7.98,96
7501058652652,Fitness Original,,Mezclas de copos de cereales,pieza,0,25.0,17.5,78
7501055300594,Coca cola,,Bebidas de cola,pieza,0,0.15,0.1,41
7501039127285,Aceite de Oliva Extra Virgen,,Aceites de oliva virgen extra,pieza,0,6.25,4.38,43
0021000026272,macaroni & cheese sauce mix,,"Pastas, Soups, Macaroni and cheese",pieza,0,25.0,17.5,77
7501039122846,aceite nutrioli,,Aceites de colza,pieza,0,25.0,17.5,95
7501000911783,7501000911783,,Cafés,pieza,0,1.4,0.98,56
7898024397915,Nutella B-Ready,,"Confectioneries, Hazelnut cream stuffed wafers",pieza,0,2.2,1.54,82
7501039122099,sabrosano,,Aceites y grasas,pieza,0,21.25,14.87,14
7503029151058,Hogaza Blanca Con Masa Madre,,Pains,pieza,0,25.0,17.5,92
0724836088024,Pekin salsa soya,,"Salsas para mojar, Soja, Salsas de soja, Fermentado",pieza,0,8.88,6.22,66
7501639308428,Bebida orgánica sabor almendra,,"Boissons aux légumes, Boissons végétales de céréales",pieza,0,0.03,0.02,56
0013602000200,Polvo para hornear,,Baking powders,pieza,0,10.0,7.0,47
7501030418399,Donitas espolvoreadas,,Pan Dulce,pieza,0,14.0,9.8,60
7500810014721,Barritas Fresa,,"Confiseries, Barres",pieza,0,25.0,17.5,92
7503041627005,CACAO EN POLVO NATURAL,,"Chocolates negros, Cacaos en polvo",pieza,0,0.1,0.07,10
7501040027499,Salchicha para hot dog de pavo,,"en:Turkey preparations, salchicha de pavo",pieza,0,25.0,17.5,41
7501013106954,Jugo Verde Jumex,,"Zumos de frutas, Jugo verde",pieza,0,24.0,16.8,33
7503002671627,Yogurt natural orgánico,Yogurt natural flor de alfalfa,"Yogures naturales, Quesos españoles, Yogures estilo griego",pieza,0,0.1,0.07,75
7500810022702,Pan De Centeno,,Wholemeal breads,pieza,0,18.0,12.6,18
0675625397189,Hojuelas de Avena Germinada,,"Rolled oats, es:Hojuelas de avena",pieza,0,25.0,17.5,55
0850045609276,Crema De Cacahuate Orgánica,,Peanut butters,pieza,0,25.0,17.5,100
0724869007641,Mazapan Untable,,Confectioneries,pieza,0,18.0,12.6,40
7622210575395,Chopeo espacial,,Galletas,pieza,0,25.2,17.64,74
7501055305339,Coca Cola Light 600,Bebida sabor cola,Bebida de cola light,pieza,0,18.0,12.6,45
0014100074120,Milano Dark Chocolate,sweet cookie with dark chocolate cream filling.,Filled biscuits,pieza,0,0.18,0.13,54
7500608000882,Cacao en polvo,Cacao en polvo,"Cacaos en polvo, Nueces en polvo, Polvos vegetales",pieza,0,20.0,14.0,20
7501003308351,Ad. Mayonesa McCormick Light 315g,,Mayonesas ligeras,pieza,0,31.5,22.05,17
7501077400050,Harina de Maíz Nixtamalizado,Harina de maíz,"Cereales para el desayuno, Harinas de maíz",pieza,0,20.0,14.0,32
8411320334027,"El Velero, Atún Aleta amarilla imp",,Thons pales à l'huile d'olive,pieza,0,11.2,7.84,39
7500608000318,Galletas de maíz con quinoa,Galleta de maíz con arroz y quinoa,"Galletas, Cereales inflados, Tortitas de maíz, Tortitas de arroz, Galletas-arroz-y-quinoa",pieza,0,34.0,23.8,19
7501040097539,Yoghurt griego natural sin azúcar,,"Yaourts natures, Yaourts à la grecque",pieza,0,44.2,30.94,64
7501008066263,kellogg-s,,Copos de cereales,pieza,0,25.0,17.5,66
7506495012694,Aceite de Oliva,,Aceites de oliva virgen extra,pieza,0,12.5,8.75,49
7500810020920,Donitas espolvoredas,,"Dulces, Panes, Bolleria, Bizcocho, Donas espolvoreadas, Donitas, Pan dulce",pieza,0,5.25,3.67,100
0196633854308,Pechuga Pavo Kirkland,,Pechuga de pavo,pieza,0,56.7,39.69,47
7500810032978,Pan Bimbo Chico,,Breads,pieza,0,18.0,12.6,99
0096619813896,Miel De Abeja Kirkland,,Honige,pieza,0,25.0,17.5,75
0076840100583,Helado Chocolate Chip Cookie Dough Ben & Jerry´s,"Vanilla ice cream with gobs of chocolate chip cookie dough, chocolate chip cookie dough",Ice cream tubs,pieza,0,14.19,9.93,33
0076840100156,Helado Cherry Garcia Ben & Jerry´s,,Ice creams,pieza,0,25.0,17.5,42
0078742283357,Parmesan Cheese,,Pasteurized cheeses,pieza,0,17.0,11.9,47
0605388187888,Finely Shredded Fiesta Blend Cheese,,Pasteurized cheeses,pieza,0,22.7,15.89,34
0658480002344,Salmas Horneadas de maiz azul,SALMAS HORNEADAS,"Panes, Tostadas de maíz",pieza,0,12.6,8.82,70
0758104001712,Bonafont el agua ligera,Agua purificada,"Aguas, Purified water",pieza,0,7.2,5.04,57
0793573950079,res cola mr,,Bebidas de cola,pieza,0,18.0,12.6,54
7501000662654,Habaneras integrales,"Galletas de harina de trigo, salvado y germen",Galletas,pieza,0,11.7,8.19,78
7501005106801,Fécula de maiz para preparar atole fortificado sabor fresa,Fécula de maíz,"Almidón de maíz, féculas",pieza,0,4.7,3.29,93
7501020514537,Queso Panela reducido en grasa,Queso panela bajo en grasa,Quesos panelas,pieza,0,100.0,70.0,87
7501008042342,Cereal Corn Flakes Kelloggs 300GR,Hojuelas de maíz,Copos de maíz tostado,pieza,0,30.0,21.0,95
7501017005062,Nachos de jalapeno imp,Nachos de jalapeño en escabeche,"Congelados, Aperitivos, Chiles, en:Groceries",pieza,0,22.0,15.4,18
7501017005925,Salsa verde la Costeña,,"Epices, Sauces chili, Salsas verdes, en:Groceries",pieza,0,25.0,17.5,67
7501030461463,Tortillinas Integrales,Tortillas de harina de trigo integral,"Panes integrales, Tortillas",pieza,0,25.5,17.85,27
7501073800908,Agua mineral de Manantial Peñafiel,Agua mineral Peñafiel,"Sodas, Aguas minerales carbonatadas, Bebidas azucaradas",pieza,0,0.06,0.04,34
7501086801121,Epura agua embotellada,agua embotellada,"Bebidas no alcohólicas, Aguas",pieza,0,7.2,5.04,68
7501125104268,Electrolit,,Bebidas energéticas,pieza,0,25.0,17.5,89
7502224040693,Lomo de atún aleta amarilla en agua,Lomo de atún aleta amarilla en agua,"Atunes, Atún en agua",pieza,0,0.84,0.59,39
7503013543050,Tostadas de maíz horneadas,Tostadas de maíz con nopal,"Pan tostado, en:Crispbreads, Mexican food",pieza,0,20.0,14.0,66
8411145202549,Palitos con aceitunas negras,,Breadsticks,pieza,0,5.0,3.5,26
8412170017603,Calci Avena,bebida de avena con calcio y vitamina D.,en:Unsweetened plain oat-based drinks,pieza,0,0.03,0.02,59
0061243710651,Raincoast crisps : craquelins aux canneberges et aux noisettes,Galletas lesley stowe raincoast crisps con arándano y avellana,"Appetizers, Biscuits",pieza,0,37.5,26.25,27
0078742375540,Café Liofilizado Members Mark,,"Cafés solubles, en:Arabica coffee beans",pieza,0,30.0,21.0,38
7501010407856,Café Colombiano,,"Bebidas, Cafés, Cafés solubles",pieza,0,20.0,14.0,59
75038458,Pica fresa,,Confiseries,pieza,0,25.0,17.5,92
0014100074649,STRAWBERRY COOKIES,GALLETAS CON MERMELADA DE FRESA,Biscuits,pieza,0,47.75,33.42,26
7501001604318,Salsa tipo inglesa,Salsa inglesa,en:Worcestershire sauces,pieza,0,25.0,17.5,32
7501040001161,Fud pechuga de pavo,Jamón estilo virgina de pavo,"Refrigerados, Salchichas, Carnes congeladas, Perritos calientes, Pechuga de pavo, Carne de aves, Carne de pavo",pieza,0,25.0,17.5,46
7501011390492,SALSA ESTILO ITALIANA,SALSA ESTILO ITALIANA,"Salsas de tomate frito, en:Pimented tomato sauces, en:Groceries",pieza,0,68.0,47.6,52
7501018203849,Salsa Tipo Catsup Tetrabrick,SALSA DE TOMATE,"Salsas de tomate, en:Groceries",pieza,0,0.1,0.07,12
0078742091952,MUSTARD YELLOW,MOSTAZA,"Yellow mustards, Groceries",pieza,0,39.7,27.79,12
7501040092886,Yoplait Griego,Yoghurt griego con fresas,"Yogures endulzados, Yogures estilo griego",pieza,0,22.0,15.4,94
7501013610024,Mantequilla Gloria sin sal,MANTEQUILLA,Mantequillas,pieza,0,9.0,6.3,89
7501032395599,Oikos con fresa,Yoghur estilo griego sabor fresa,"Yogures de sabores, Yogures estilo griego",pieza,0,15.0,10.5,32
7501040093142,Yoghurt Griego natural bajo en grasa,Yoghurt natural estilo griego,"Yogures naturales, Yogures estilo griego",pieza,0,44.2,30.94,46
7501040095535,Yoplait Griego Natural,"Yoghurt estilo griego natural, bajo en grasa sin azucar","Yogures naturales, Yogures de sabores, Yogures estilo griego",pieza,0,14.5,10.15,23
7501040095320,Yoplait Griego sabor coco,"Yoghurt estilo griego sabor coco, sin azucar añadida y bajo en grasa","Yogures de sabores, Yogures estilo griego",pieza,0,14.5,10.15,66
7501055304721,AGUA CIEL,Agua purificada,Aguas minerales,pieza,0,0.02,0.01,75
8711200408153,Mayonesa Vegana,Salsa tipo mayonesa,"Mayonesas, Mayonesas sin huevo",pieza,0,7.0,4.9,93
7501011111028,Rancheritos,Totopos de maíz nixtamalizado con chile y especias,Aperitivos,pieza,0,6.0,4.2,54
7501073839854,Peñafiel,Agua mineral sabor naranja,"Aguas, Sodas a base de frutas, Bebidas azucaradas",pieza,0,18.0,12.6,73
3161712996146,Bongrain Cheese Brie Bongrain Softy,,"Bries, Fromages pasteurisés",pieza,0,12.5,8.75,63
7501040095290,Yogurt Griego sabor fresa deslactosado,,"Laits, Yaourts aux fruits, Yaourts à la grecque, es:Derivados de la leche",pieza,0,22.0,15.4,10
0863699000191,Aceite de aguacate,,Avocado oils,pieza,0,6.0,4.2,99
7501055328345,Coca-Cola,,Colas,pieza,0,18.0,12.6,34
7501008007884,All Bran Flakes,cereal de salvado de trigo,Cereales para el desayuno,pieza,0,25.0,17.5,63
0608875005979,heinz,,"Kétchups, en:groceries",pieza,0,25.0,17.5,64
7501005180306,Caldo de pollo,Caldo de pollo en cubos,en:Poultry broth,pieza,0,0.2,0.14,96
0032239052017,Nectar de durazno,,Néctares de frutas,pieza,0,10.33,7.23,14
0608875005146,TOMATO KETCHUP,,en:Tomato Ketchup,pieza,0,62.0,43.4,12
7501040091476,Yoghurt Griego Sabor Natural,,Yogures estilo griego,pieza,0,0.1,0.07,60
0064144030323,Aceite en aerosol,,"Canola oils, es:Oil, es:Spray-oil",pieza,0,17.0,11.9,71
7506174512248,Snickers almendras,,"Dulces de chocolate, Barritas",pieza,0,4.8,3.36,41
7501008023815,Corn flakes El Original,,"Cereales en grano, Copos de maíz tostado",pieza,0,86.0,60.2,50
7500478018192,Saladitas Galleta salada,,"Galletas, en:Small Crackers",pieza,0,4.2,2.94,82
7861002900117,Ferrero roche,,Bonbons,pieza,0,10.0,7.0,68
7500478016587,Churrumais,,Abarrotes Generales,pieza,0,25.0,17.5,76
0096619605798,Cashews,,"bulk, Salted nuts, Roasted cashew nuts",pieza,0,4.5,3.15,74
